Results.reception.time,MD5.hash.of.participant.s.IP.address,Controller.name,Order.number.of.item,Inner.element.number,Label,Latin.Square.Group,PennElementType,PennElementName,Parameter,Value,EventTime,native,german,id,ITEM,CONDITION,RT,Reading.time,Newline.,Sentence..or.sentence.MD5.,Comments
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,8,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,1,The apprentice,1712143633345,Russian,no,PB24,5,implausible,undefined,2065,0,The apprentice*fetched*a hammer*the carpenter.,Any addtional parameters were appended as additional columns
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,8,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,2,fetched,1712143633345,Russian,no,PB24,5,implausible,undefined,1057,0,The apprentice*fetched*a hammer*the carpenter.,Any addtional parameters were appended as additional columns
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,8,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,3,a hammer,1712143633345,Russian,no,PB24,5,implausible,undefined,883,0,The apprentice*fetched*a hammer*the carpenter.,Any addtional parameters were appended as additional columns
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,8,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,4,the carpenter.,1712143633345,Russian,no,PB24,5,implausible,undefined,1683,0,The apprentice*fetched*a hammer*the carpenter.,Any addtional parameters were appended as additional columns
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,8,0,experiment,NULL,Scale,Scale,Choice,3,1712143634240,Russian,no,PB24,5,implausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,8,0,experiment,NULL,PennController,7,_Trial_,End,1712143634543,Russian,no,PB24,5,implausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,9,0,experiment,NULL,PennController,8,_Trial_,Start,1712143634544,Russian,no,PB24,6,plausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,9,0,experiment,NULL,PennController,8,_Header_,Start,1712143634544,Russian,no,PB24,6,plausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,9,0,experiment,NULL,PennController,8,_Header_,End,1712143634545,Russian,no,PB24,6,plausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,9,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,1,The secretary,1712143640262,Russian,no,PB24,6,plausible,undefined,973,0,The secretary*ordered*the boss*some office supplies.,Any addtional parameters were appended as additional columns
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,9,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,2,ordered,1712143640262,Russian,no,PB24,6,plausible,undefined,799,0,The secretary*ordered*the boss*some office supplies.,Any addtional parameters were appended as additional columns
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,9,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,3,the boss,1712143640262,Russian,no,PB24,6,plausible,undefined,680,0,The secretary*ordered*the boss*some office supplies.,Any addtional parameters were appended as additional columns
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,9,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,4,some office supplies.,1712143640262,Russian,no,PB24,6,plausible,undefined,1873,0,The secretary*ordered*the boss*some office supplies.,Any addtional parameters were appended as additional columns
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,9,0,experiment,NULL,Scale,Scale,Choice,5,1712143641091,Russian,no,PB24,6,plausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,9,0,experiment,NULL,PennController,8,_Trial_,End,1712143641393,Russian,no,PB24,6,plausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,7,0,experiment,NULL,PennController,6,_Trial_,Start,1712143641395,Russian,no,PB24,4,plausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,7,0,experiment,NULL,PennController,6,_Header_,Start,1712143641395,Russian,no,PB24,4,plausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,7,0,experiment,NULL,PennController,6,_Header_,End,1712143641395,Russian,no,PB24,4,plausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,7,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,1,The grandmother,1712143651649,Russian,no,PB24,4,plausible,undefined,629,0,The grandmother*made*her granddaughter*a quilt.,Any addtional parameters were appended as additional columns
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,7,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,2,made,1712143651649,Russian,no,PB24,4,plausible,undefined,555,0,The grandmother*made*her granddaughter*a quilt.,Any addtional parameters were appended as additional columns
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,7,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,3,her granddaughter,1712143651649,Russian,no,PB24,4,plausible,undefined,2564,0,The grandmother*made*her granddaughter*a quilt.,Any addtional parameters were appended as additional columns
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,7,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,4,a quilt.,1712143651649,Russian,no,PB24,4,plausible,undefined,5317,0,The grandmother*made*her granddaughter*a quilt.,Any addtional parameters were appended as additional columns
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,7,0,experiment,NULL,Scale,Scale,Choice,5,1712143668006,Russian,no,PB24,4,plausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,7,0,experiment,NULL,PennController,6,_Trial_,End,1712143668311,Russian,no,PB24,4,plausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,23,0,experiment,NULL,PennController,22,_Trial_,Start,1712143668313,Russian,no,PB24,20,plausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,23,0,experiment,NULL,PennController,22,_Header_,Start,1712143668313,Russian,no,PB24,20,plausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,23,0,experiment,NULL,PennController,22,_Header_,End,1712143668313,Russian,no,PB24,20,plausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,23,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,1,The babysitter,1712143674305,Russian,no,PB24,20,plausible,undefined,988,0,The babysitter*fixed*the child*some lunch.,Any addtional parameters were appended as additional columns
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,23,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,2,fixed,1712143674305,Russian,no,PB24,20,plausible,undefined,656,0,The babysitter*fixed*the child*some lunch.,Any addtional parameters were appended as additional columns
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,23,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,3,the child,1712143674305,Russian,no,PB24,20,plausible,undefined,1060,0,The babysitter*fixed*the child*some lunch.,Any addtional parameters were appended as additional columns
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,23,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,4,some lunch.,1712143674305,Russian,no,PB24,20,plausible,undefined,1553,0,The babysitter*fixed*the child*some lunch.,Any addtional parameters were appended as additional columns
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,23,0,experiment,NULL,Scale,Scale,Choice,1,1712143676738,Russian,no,PB24,20,plausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,23,0,experiment,NULL,PennController,22,_Trial_,End,1712143677044,Russian,no,PB24,20,plausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,15,0,experiment,NULL,PennController,14,_Trial_,Start,1712143677046,Russian,no,PB24,12,plausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,15,0,experiment,NULL,PennController,14,_Header_,Start,1712143677046,Russian,no,PB24,12,plausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,15,0,experiment,NULL,PennController,14,_Header_,End,1712143677046,Russian,no,PB24,12,plausible,undefined,NULL,NA,,
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,15,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,1,The nurse,1712143681513,Russian,no,PB24,12,plausible,undefined,868,0,The nurse*poured*the old man*some water.,Any addtional parameters were appended as additional columns
1712143745,570260f06ffa49afb7bdc797a92fea1b,PennController,15,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,2,poured,1712143681513,Russian,no,PB24,12,plausible,undefined,957,0,The nurse*poured*the old man*some water.,Any addtional parameters were appended as additional columns
