Results.reception.time,MD5.hash.of.participant.s.IP.address,Controller.name,Order.number.of.item,Inner.element.number,Label,Latin.Square.Group,PennElementType,PennElementName,Parameter,Value,EventTime,native,german,id,ITEM,CONDITION,RESPONSE,Comments
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,18,0,experiment-item,NULL,PennController,17,_Trial_,Start,1712142845275,undefined,undefined,undefined,14,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,18,0,experiment-item,NULL,PennController,17,_Header_,Start,1712142845275,undefined,undefined,undefined,14,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,18,0,experiment-item,NULL,PennController,17,_Header_,End,1712142845275,undefined,undefined,undefined,14,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,18,0,experiment-item,NULL,TextInput,answer,First,,1712142861613,undefined,undefined,undefined,14,2,undefined,Shift
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,18,0,experiment-item,NULL,TextInput,answer,EnterReturn,Romans,1712142866243,undefined,undefined,undefined,14,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,18,0,experiment-item,NULL,TextInput,answer,Final,Romans,1712142866244,undefined,undefined,undefined,14,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,18,0,experiment-item,NULL,PennController,17,_Trial_,End,1712142866244,undefined,undefined,undefined,14,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,26,0,experiment-filler,NULL,PennController,25,_Trial_,Start,1712142866246,undefined,undefined,undefined,102,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,26,0,experiment-filler,NULL,PennController,25,_Header_,Start,1712142866246,undefined,undefined,undefined,102,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,26,0,experiment-filler,NULL,PennController,25,_Header_,End,1712142866246,undefined,undefined,undefined,102,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,26,0,experiment-filler,NULL,TextInput,answer,First,,1712142870983,undefined,undefined,undefined,102,100,undefined,Shift
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,26,0,experiment-filler,NULL,TextInput,answer,EnterReturn,Scholz,1712142876906,undefined,undefined,undefined,102,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,26,0,experiment-filler,NULL,TextInput,answer,Final,Scholz,1712142876907,undefined,undefined,undefined,102,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,26,0,experiment-filler,NULL,PennController,25,_Trial_,End,1712142876907,undefined,undefined,undefined,102,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,17,0,experiment-item,NULL,PennController,16,_Trial_,Start,1712142876908,undefined,undefined,undefined,13,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,17,0,experiment-item,NULL,PennController,16,_Header_,Start,1712142876908,undefined,undefined,undefined,13,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,17,0,experiment-item,NULL,PennController,16,_Header_,End,1712142876908,undefined,undefined,undefined,13,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,17,0,experiment-item,NULL,TextInput,answer,First,,1712142890154,undefined,undefined,undefined,13,1,undefined,Shift
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,17,0,experiment-item,NULL,TextInput,answer,EnterReturn,I don't know,1712142894690,undefined,undefined,undefined,13,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,17,0,experiment-item,NULL,TextInput,answer,Final,I don't know,1712142894692,undefined,undefined,undefined,13,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,17,0,experiment-item,NULL,PennController,16,_Trial_,End,1712142894692,undefined,undefined,undefined,13,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,35,0,experiment-filler,NULL,PennController,34,_Trial_,Start,1712142894693,undefined,undefined,undefined,111,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,35,0,experiment-filler,NULL,PennController,34,_Header_,Start,1712142894693,undefined,undefined,undefined,111,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,35,0,experiment-filler,NULL,PennController,34,_Header_,End,1712142894693,undefined,undefined,undefined,111,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,35,0,experiment-filler,NULL,TextInput,answer,First,,1712142905838,undefined,undefined,undefined,111,100,undefined,Shift
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,35,0,experiment-filler,NULL,TextInput,answer,EnterReturn,Olympic games,1712142911787,undefined,undefined,undefined,111,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,35,0,experiment-filler,NULL,TextInput,answer,Final,Olympic games,1712142911789,undefined,undefined,undefined,111,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,35,0,experiment-filler,NULL,PennController,34,_Trial_,End,1712142911789,undefined,undefined,undefined,111,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,23,0,experiment-item,NULL,PennController,22,_Trial_,Start,1712142911790,undefined,undefined,undefined,19,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,23,0,experiment-item,NULL,PennController,22,_Header_,Start,1712142911790,undefined,undefined,undefined,19,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,23,0,experiment-item,NULL,PennController,22,_Header_,End,1712142911790,undefined,undefined,undefined,19,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,23,0,experiment-item,NULL,TextInput,answer,First,,1712142918791,undefined,undefined,undefined,19,1,undefined,Shift
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,23,0,experiment-item,NULL,TextInput,answer,EnterReturn,I don't know,1712142923669,undefined,undefined,undefined,19,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,23,0,experiment-item,NULL,TextInput,answer,Final,I don't know,1712142923671,undefined,undefined,undefined,19,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,23,0,experiment-item,NULL,PennController,22,_Trial_,End,1712142923671,undefined,undefined,undefined,19,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,37,0,experiment-filler,NULL,PennController,36,_Trial_,Start,1712142923673,undefined,undefined,undefined,113,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,37,0,experiment-filler,NULL,PennController,36,_Header_,Start,1712142923673,undefined,undefined,undefined,113,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,37,0,experiment-filler,NULL,PennController,36,_Header_,End,1712142923673,undefined,undefined,undefined,113,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,37,0,experiment-filler,NULL,TextInput,answer,First,,1712142938239,undefined,undefined,undefined,113,100,undefined,Shift
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,37,0,experiment-filler,NULL,TextInput,answer,EnterReturn,Sagrada Familia,1712142973382,undefined,undefined,undefined,113,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,37,0,experiment-filler,NULL,TextInput,answer,Final,Sagrada Familia,1712142973383,undefined,undefined,undefined,113,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,37,0,experiment-filler,NULL,PennController,36,_Trial_,End,1712142973383,undefined,undefined,undefined,113,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,9,0,experiment-item,NULL,PennController,8,_Trial_,Start,1712142973385,undefined,undefined,undefined,5,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,9,0,experiment-item,NULL,PennController,8,_Header_,Start,1712142973385,undefined,undefined,undefined,5,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,9,0,experiment-item,NULL,PennController,8,_Header_,End,1712142973385,undefined,undefined,undefined,5,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,9,0,experiment-item,NULL,TextInput,answer,First,,1712142981831,undefined,undefined,undefined,5,1,undefined,Shift
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,9,0,experiment-item,NULL,TextInput,answer,EnterReturn,Halloween,1712142984085,undefined,undefined,undefined,5,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,9,0,experiment-item,NULL,TextInput,answer,Final,Halloween,1712142984087,undefined,undefined,undefined,5,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,9,0,experiment-item,NULL,PennController,8,_Trial_,End,1712142984087,undefined,undefined,undefined,5,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,27,0,experiment-filler,NULL,PennController,26,_Trial_,Start,1712142984088,undefined,undefined,undefined,103,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,27,0,experiment-filler,NULL,PennController,26,_Header_,Start,1712142984088,undefined,undefined,undefined,103,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,27,0,experiment-filler,NULL,PennController,26,_Header_,End,1712142984088,undefined,undefined,undefined,103,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,27,0,experiment-filler,NULL,TextInput,answer,First,,1712142987293,undefined,undefined,undefined,103,100,undefined,Shift
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,27,0,experiment-filler,NULL,TextInput,answer,EnterReturn,USA,1712142989438,undefined,undefined,undefined,103,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,27,0,experiment-filler,NULL,TextInput,answer,Final,USA,1712142989439,undefined,undefined,undefined,103,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,27,0,experiment-filler,NULL,PennController,26,_Trial_,End,1712142989439,undefined,undefined,undefined,103,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,14,0,experiment-item,NULL,PennController,13,_Trial_,Start,1712142989440,undefined,undefined,undefined,10,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,14,0,experiment-item,NULL,PennController,13,_Header_,Start,1712142989440,undefined,undefined,undefined,10,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,14,0,experiment-item,NULL,PennController,13,_Header_,End,1712142989440,undefined,undefined,undefined,10,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,14,0,experiment-item,NULL,TextInput,answer,First,,1712142993650,undefined,undefined,undefined,10,2,undefined,Shift
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,14,0,experiment-item,NULL,TextInput,answer,EnterReturn,I don't know,1712142997665,undefined,undefined,undefined,10,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,14,0,experiment-item,NULL,TextInput,answer,Final,I don't know,1712142997666,undefined,undefined,undefined,10,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,14,0,experiment-item,NULL,PennController,13,_Trial_,End,1712142997666,undefined,undefined,undefined,10,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,28,0,experiment-filler,NULL,PennController,27,_Trial_,Start,1712142997667,undefined,undefined,undefined,104,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,28,0,experiment-filler,NULL,PennController,27,_Header_,Start,1712142997667,undefined,undefined,undefined,104,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,28,0,experiment-filler,NULL,PennController,27,_Header_,End,1712142997668,undefined,undefined,undefined,104,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,28,0,experiment-filler,NULL,TextInput,answer,First,,1712143003810,undefined,undefined,undefined,104,100,undefined,Shift
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,28,0,experiment-filler,NULL,TextInput,answer,EnterReturn,Kangoroo,1712143009774,undefined,undefined,undefined,104,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,28,0,experiment-filler,NULL,TextInput,answer,Final,Kangoroo,1712143009775,undefined,undefined,undefined,104,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,28,0,experiment-filler,NULL,PennController,27,_Trial_,End,1712143009775,undefined,undefined,undefined,104,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,6,0,experiment-item,NULL,PennController,5,_Trial_,Start,1712143009776,undefined,undefined,undefined,2,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,6,0,experiment-item,NULL,PennController,5,_Header_,Start,1712143009776,undefined,undefined,undefined,2,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,6,0,experiment-item,NULL,PennController,5,_Header_,End,1712143009776,undefined,undefined,undefined,2,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,6,0,experiment-item,NULL,TextInput,answer,First,,1712143013326,undefined,undefined,undefined,2,2,undefined,t
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,6,0,experiment-item,NULL,TextInput,answer,EnterReturn,the UK,1712143016078,undefined,undefined,undefined,2,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,6,0,experiment-item,NULL,TextInput,answer,Final,the UK,1712143016079,undefined,undefined,undefined,2,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,6,0,experiment-item,NULL,PennController,5,_Trial_,End,1712143016079,undefined,undefined,undefined,2,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,36,0,experiment-filler,NULL,PennController,35,_Trial_,Start,1712143016080,undefined,undefined,undefined,112,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,36,0,experiment-filler,NULL,PennController,35,_Header_,Start,1712143016080,undefined,undefined,undefined,112,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,36,0,experiment-filler,NULL,PennController,35,_Header_,End,1712143016080,undefined,undefined,undefined,112,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,36,0,experiment-filler,NULL,TextInput,answer,First,,1712143032335,undefined,undefined,undefined,112,100,undefined,Shift
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,36,0,experiment-filler,NULL,TextInput,answer,EnterReturn,Al Nassar,1712143051159,undefined,undefined,undefined,112,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,36,0,experiment-filler,NULL,TextInput,answer,Final,Al Nassar,1712143051161,undefined,undefined,undefined,112,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,36,0,experiment-filler,NULL,PennController,35,_Trial_,End,1712143051161,undefined,undefined,undefined,112,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,12,0,experiment-item,NULL,PennController,11,_Trial_,Start,1712143051162,undefined,undefined,undefined,8,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,12,0,experiment-item,NULL,PennController,11,_Header_,Start,1712143051162,undefined,undefined,undefined,8,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,12,0,experiment-item,NULL,PennController,11,_Header_,End,1712143051162,undefined,undefined,undefined,8,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,12,0,experiment-item,NULL,TextInput,answer,First,,1712143056310,undefined,undefined,undefined,8,2,undefined,Shift
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,12,0,experiment-item,NULL,TextInput,answer,EnterReturn,Guacamole,1712143059674,undefined,undefined,undefined,8,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,12,0,experiment-item,NULL,TextInput,answer,Final,Guacamole,1712143059676,undefined,undefined,undefined,8,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,12,0,experiment-item,NULL,PennController,11,_Trial_,End,1712143059676,undefined,undefined,undefined,8,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,42,0,experiment-filler,NULL,PennController,41,_Trial_,Start,1712143059678,undefined,undefined,undefined,118,101,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,42,0,experiment-filler,NULL,PennController,41,_Header_,Start,1712143059678,undefined,undefined,undefined,118,101,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,42,0,experiment-filler,NULL,PennController,41,_Header_,End,1712143059678,undefined,undefined,undefined,118,101,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,42,0,experiment-filler,NULL,TextInput,answer,First,,1712143065863,undefined,undefined,undefined,118,101,undefined,Shift
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,42,0,experiment-filler,NULL,TextInput,answer,EnterReturn,I don't know,1712143069596,undefined,undefined,undefined,118,101,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,42,0,experiment-filler,NULL,TextInput,answer,Final,I don't know,1712143069597,undefined,undefined,undefined,118,101,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,42,0,experiment-filler,NULL,PennController,41,_Trial_,End,1712143069597,undefined,undefined,undefined,118,101,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,21,0,experiment-item,NULL,PennController,20,_Trial_,Start,1712143069598,undefined,undefined,undefined,17,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,21,0,experiment-item,NULL,PennController,20,_Header_,Start,1712143069598,undefined,undefined,undefined,17,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,21,0,experiment-item,NULL,PennController,20,_Header_,End,1712143069599,undefined,undefined,undefined,17,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,21,0,experiment-item,NULL,TextInput,answer,First,,1712143073509,undefined,undefined,undefined,17,1,undefined,Shift
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,21,0,experiment-item,NULL,TextInput,answer,EnterReturn,Can't answer,1712143078285,undefined,undefined,undefined,17,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,21,0,experiment-item,NULL,TextInput,answer,Final,Can't answer,1712143078286,undefined,undefined,undefined,17,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,21,0,experiment-item,NULL,PennController,20,_Trial_,End,1712143078286,undefined,undefined,undefined,17,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,32,0,experiment-filler,NULL,PennController,31,_Trial_,Start,1712143078287,undefined,undefined,undefined,108,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,32,0,experiment-filler,NULL,PennController,31,_Header_,Start,1712143078287,undefined,undefined,undefined,108,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,32,0,experiment-filler,NULL,PennController,31,_Header_,End,1712143078287,undefined,undefined,undefined,108,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,32,0,experiment-filler,NULL,TextInput,answer,First,,1712143087453,undefined,undefined,undefined,108,100,undefined,Shift
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,32,0,experiment-filler,NULL,TextInput,answer,EnterReturn,Typing machine,1712143098293,undefined,undefined,undefined,108,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,32,0,experiment-filler,NULL,TextInput,answer,Final,Typing machine,1712143098294,undefined,undefined,undefined,108,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,32,0,experiment-filler,NULL,PennController,31,_Trial_,End,1712143098294,undefined,undefined,undefined,108,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,20,0,experiment-item,NULL,PennController,19,_Trial_,Start,1712143098296,undefined,undefined,undefined,16,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,20,0,experiment-item,NULL,PennController,19,_Header_,Start,1712143098296,undefined,undefined,undefined,16,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,20,0,experiment-item,NULL,PennController,19,_Header_,End,1712143098296,undefined,undefined,undefined,16,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,20,0,experiment-item,NULL,TextInput,answer,First,,1712143128494,undefined,undefined,undefined,16,2,undefined,Shift
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,20,0,experiment-item,NULL,TextInput,answer,EnterReturn,I don't know,1712143132523,undefined,undefined,undefined,16,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,20,0,experiment-item,NULL,TextInput,answer,Final,I don't know,1712143132525,undefined,undefined,undefined,16,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,20,0,experiment-item,NULL,PennController,19,_Trial_,End,1712143132525,undefined,undefined,undefined,16,2,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,29,0,experiment-filler,NULL,PennController,28,_Trial_,Start,1712143132526,undefined,undefined,undefined,105,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,29,0,experiment-filler,NULL,PennController,28,_Header_,Start,1712143132526,undefined,undefined,undefined,105,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,29,0,experiment-filler,NULL,PennController,28,_Header_,End,1712143132526,undefined,undefined,undefined,105,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,29,0,experiment-filler,NULL,TextInput,answer,First,,1712143138448,undefined,undefined,undefined,105,100,undefined,Shift
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,29,0,experiment-filler,NULL,TextInput,answer,EnterReturn,Shakespear,1712143144475,undefined,undefined,undefined,105,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,29,0,experiment-filler,NULL,TextInput,answer,Final,Shakespear,1712143144475,undefined,undefined,undefined,105,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,29,0,experiment-filler,NULL,PennController,28,_Trial_,End,1712143144475,undefined,undefined,undefined,105,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,30,0,experiment-filler,NULL,PennController,29,_Trial_,Start,1712143144476,undefined,undefined,undefined,106,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,30,0,experiment-filler,NULL,PennController,29,_Header_,Start,1712143144476,undefined,undefined,undefined,106,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,30,0,experiment-filler,NULL,PennController,29,_Header_,End,1712143144476,undefined,undefined,undefined,106,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,30,0,experiment-filler,NULL,TextInput,answer,First,,1712143155313,undefined,undefined,undefined,106,100,undefined,Shift
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,30,0,experiment-filler,NULL,TextInput,answer,EnterReturn,Biology,1712143165555,undefined,undefined,undefined,106,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,30,0,experiment-filler,NULL,TextInput,answer,Final,Biology,1712143165556,undefined,undefined,undefined,106,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,30,0,experiment-filler,NULL,PennController,29,_Trial_,End,1712143165556,undefined,undefined,undefined,106,100,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,15,0,experiment-item,NULL,PennController,14,_Trial_,Start,1712143165557,undefined,undefined,undefined,11,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,15,0,experiment-item,NULL,PennController,14,_Header_,Start,1712143165557,undefined,undefined,undefined,11,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,15,0,experiment-item,NULL,PennController,14,_Header_,End,1712143165557,undefined,undefined,undefined,11,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,15,0,experiment-item,NULL,TextInput,answer,First,,1712143170245,undefined,undefined,undefined,11,1,undefined,Shift
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,15,0,experiment-item,NULL,TextInput,answer,EnterReturn,Can't answer,1712143175802,undefined,undefined,undefined,11,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,15,0,experiment-item,NULL,TextInput,answer,Final,Can't answer,1712143175803,undefined,undefined,undefined,11,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,15,0,experiment-item,NULL,PennController,14,_Trial_,End,1712143175803,undefined,undefined,undefined,11,1,undefined,NULL
1712143388,570260f06ffa49afb7bdc797a92fea1b,PennController,34,0,experiment-filler,NULL,PennController,33,_Trial_,Start,1712143175804,undefined,undefined,undefined,110,100,undefined,NULL
